,wrapperType,kind,artistId,collectionId,trackId,artistName,collectionName,trackName,collectionCensoredName,trackCensoredName,artistViewUrl,collectionViewUrl,trackViewUrl,previewUrl,artworkUrl30,artworkUrl60,artworkUrl100,collectionPrice,trackPrice,releaseDate,collectionExplicitness,trackExplicitness,discCount,discNumber,trackCount,trackNumber,trackTimeMillis,country,currency,primaryGenreName,isStreamable,collectionArtistName
0,track,music-video,136975,1441133180,1441134703,The Beatles,The Beatles (The White Album),The Beatles,The Beatles (The White Album),The Beatles (Documentary),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/music-video/the-beatles-documentary/1441134703?uo=4,https://music.apple.com/us/music-video/the-beatles-documentary/1441134703?uo=4,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/32/a2/13/32a21383-7e17-e8ae-e0e0-bf6b78144fc0/mzvf_7037047804382233330.640x478.h264lc.U.p.m4v,https://is2-ssl.mzstatic.com/image/thumb/Video118/v4/99/45/26/99452619-7170-6390-a0b9-81ca068e02f7/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Video118/v4/99/45/26/99452619-7170-6390-a0b9-81ca068e02f7/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Video118/v4/99/45/26/99452619-7170-6390-a0b9-81ca068e02f7/source/100x100bb.jpg,12.99,1.99,2019-05-22T07:00:00Z,notExplicit,notExplicit,3,3,32,1,331490,USA,USD,Pop,,
1,track,music-video,136975,1441164604,1441165171,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Pepper's Lonely Hearts Club Band (Documentary),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/music-video/sgt-peppers-lonely-hearts-club-band-documentary/1441165171?uo=4,https://music.apple.com/us/music-video/sgt-peppers-lonely-hearts-club-band-documentary/1441165171?uo=4,https://video-ssl.itunes.apple.com/itunes-assets/Video118/v4/8d/74/1b/8d741b7f-065c-9ca4-bb11-eea38036f0ed/mzvf_7632512548032049898.640x480.h264lc.U.p.m4v,https://is1-ssl.mzstatic.com/image/thumb/Video62/v4/cc/8f/7b/cc8f7b9a-27d3-8067-c489-51a5983d2135/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Video62/v4/cc/8f/7b/cc8f7b9a-27d3-8067-c489-51a5983d2135/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Video62/v4/cc/8f/7b/cc8f7b9a-27d3-8067-c489-51a5983d2135/source/100x100bb.jpg,7.99,1.99,2019-05-22T07:00:00Z,notExplicit,notExplicit,1,1,15,14,248480,USA,USD,Pop,,
2,track,music-video,136975,1441164359,1441164850,The Beatles,Rubber Soul,Rubber Soul,Rubber Soul,Rubber Soul (Documentary),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/music-video/rubber-soul-documentary/1441164850?uo=4,https://music.apple.com/us/music-video/rubber-soul-documentary/1441164850?uo=4,https://video-ssl.itunes.apple.com/itunes-assets/Video118/v4/67/f1/0e/67f10e34-9ad9-e7d7-ad48-4ec42da74b6b/mzvf_4470525888351062244.640x480.h264lc.U.p.m4v,https://is4-ssl.mzstatic.com/image/thumb/Video62/v4/1d/5e/6a/1d5e6a4c-0bf2-08d3-b298-182a3e8c0217/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Video62/v4/1d/5e/6a/1d5e6a4c-0bf2-08d3-b298-182a3e8c0217/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Video62/v4/1d/5e/6a/1d5e6a4c-0bf2-08d3-b298-182a3e8c0217/source/100x100bb.jpg,7.99,1.99,2019-05-22T07:00:00Z,notExplicit,notExplicit,1,1,16,15,198000,USA,USD,Pop,,
3,track,music-video,136975,1441164670,1441165242,The Beatles,Revolver,Revolver,Revolver,Revolver (Documentary),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/music-video/revolver-documentary/1441165242?uo=4,https://music.apple.com/us/music-video/revolver-documentary/1441165242?uo=4,https://video-ssl.itunes.apple.com/itunes-assets/Video118/v4/d7/a7/89/d7a7891f-4e42-0e92-545c-ea6f1496b144/mzvf_2971689869222531886.640x480.h264lc.U.p.m4v,https://is2-ssl.mzstatic.com/image/thumb/Video118/v4/32/09/58/32095813-c73a-991a-5d34-d26ae0781fae/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Video118/v4/32/09/58/32095813-c73a-991a-5d34-d26ae0781fae/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Video118/v4/32/09/58/32095813-c73a-991a-5d34-d26ae0781fae/source/100x100bb.jpg,7.99,1.99,2019-05-22T07:00:00Z,notExplicit,notExplicit,1,1,16,15,233000,USA,USD,Pop,,
4,track,song,136975,1474815798,1474815898,The Beatles,Abbey Road (2019 Mix),Here Comes the Sun,Abbey Road (2019 Mix),Here Comes the Sun (2019 Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/here-comes-the-sun-2019-mix/1474815798?i=1474815898&uo=4,https://music.apple.com/us/album/here-comes-the-sun-2019-mix/1474815798?i=1474815898&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/a4/d6/36/a4d6368e-731a-b2dc-d1a2-786e7886fbc1/mzaf_10527553788341453800.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/6e/db/f5/6edbf5a8-b990-8f89-af12-8cc464f03da1/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/6e/db/f5/6edbf5a8-b990-8f89-af12-8cc464f03da1/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/6e/db/f5/6edbf5a8-b990-8f89-af12-8cc464f03da1/source/100x100bb.jpg,7.99,1.29,1969-09-26T12:00:00Z,notExplicit,notExplicit,1,1,17,7,185707,USA,USD,Rock,False,
5,track,song,136975,1474815798,1474815799,The Beatles,Abbey Road (2019 Mix),Come Together,Abbey Road (2019 Mix),Come Together (2019 Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/come-together-2019-mix/1474815798?i=1474815799&uo=4,https://music.apple.com/us/album/come-together-2019-mix/1474815798?i=1474815799&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/3b/63/fb/3b63fbd0-d512-fa28-0278-8d0d4f01adad/mzaf_11251898970775172830.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/6e/db/f5/6edbf5a8-b990-8f89-af12-8cc464f03da1/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/6e/db/f5/6edbf5a8-b990-8f89-af12-8cc464f03da1/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/6e/db/f5/6edbf5a8-b990-8f89-af12-8cc464f03da1/source/100x100bb.jpg,7.99,1.29,1969-09-26T12:00:00Z,notExplicit,notExplicit,1,1,17,1,260200,USA,USD,Rock,False,
6,track,song,136975,1440833098,1440834224,The Beatles,1 (2015 Version),Hey Jude,1 (2015 Version),Hey Jude (2015 Stereo Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/hey-jude-2015-stereo-mix/1440833098?i=1440834224&uo=4,https://music.apple.com/us/album/hey-jude-2015-stereo-mix/1440833098?i=1440834224&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/73/ac/8c/73ac8cf8-56db-34c6-10e6-8ff93f81b3c6/mzaf_7985505075688381983.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/100x100bb.jpg,9.99,1.29,1968-08-26T12:00:00Z,notExplicit,notExplicit,1,1,27,21,425653,USA,USD,Rock,True,
7,track,song,136975,1440833098,1440833920,The Beatles,1 (2015 Version),All You Need Is Love,1 (2015 Version),All You Need Is Love (2015 Stereo Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/all-you-need-is-love-2015-stereo-mix/1440833098?i=1440833920&uo=4,https://music.apple.com/us/album/all-you-need-is-love-2015-stereo-mix/1440833098?i=1440833920&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/54/63/95/546395be-470a-be70-04d6-3b47951cad90/mzaf_8116058566388765711.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/100x100bb.jpg,9.99,1.29,1967-07-07T12:00:00Z,notExplicit,notExplicit,1,1,27,18,227760,USA,USD,Rock,True,
8,track,song,136975,1441133100,1441133277,The Beatles,The Beatles 1967-1970 (The Blue Album),Hey Jude,The Beatles 1967-1970 (The Blue Album),Hey Jude,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/hey-jude/1441133100?i=1441133277&uo=4,https://music.apple.com/us/album/hey-jude/1441133100?i=1441133277&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/3a/10/49/3a10492d-3398-8ac3-536a-28f4fa4221d9/mzaf_3774318058101163645.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/27/70/11/2770116d-0a57-f107-ba91-bd3679d44e5f/source/100x100bb.jpg,12.99,1.29,1968-08-26T12:00:00Z,notExplicit,notExplicit,2,1,14,13,431333,USA,USD,Rock,True,
9,track,song,136975,1441164495,1441164738,The Beatles,Let It Be,Let It Be,Let It Be,Let It Be,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/let-it-be/1441164495?i=1441164738&uo=4,https://music.apple.com/us/album/let-it-be/1441164495?i=1441164738&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/01/ff/05/01ff05d6-7892-4176-5efb-41a5438802d7/mzaf_8251314256578817405.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/63/9b/2c/639b2caf-0186-39c3-b165-cac5eae1f38e/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/63/9b/2c/639b2caf-0186-39c3-b165-cac5eae1f38e/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/63/9b/2c/639b2caf-0186-39c3-b165-cac5eae1f38e/source/100x100bb.jpg,7.99,1.29,1970-03-06T12:00:00Z,notExplicit,notExplicit,1,1,12,6,243027,USA,USD,Rock,True,
10,track,song,136975,1440833098,1440834225,The Beatles & Billy Preston,1 (2015 Version),Get Back,1 (2015 Version),Get Back (2015 Stereo Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/get-back-2015-stereo-mix/1440833098?i=1440834225&uo=4,https://music.apple.com/us/album/get-back-2015-stereo-mix/1440833098?i=1440834225&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/b4/1c/cd/b41ccd3f-cfbe-19a2-d51d-328cdad05ce1/mzaf_1428995278865194672.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/100x100bb.jpg,9.99,1.29,1969-04-11T12:00:00Z,notExplicit,notExplicit,1,1,27,22,191773,USA,USD,Rock,True,The Beatles
11,track,song,136975,1441133180,1441133834,The Beatles,The Beatles (The White Album),Blackbird,The Beatles (The White Album),Blackbird,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/blackbird/1441133180?i=1441133834&uo=4,https://music.apple.com/us/album/blackbird/1441133180?i=1441133834&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/5d/42/3f/5d423ff6-a4f4-7810-a3db-3a92f3aeb203/mzaf_3688254684324179394.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/6f/d1/7a/6fd17a58-e715-54e1-e9d3-d63575108a4e/source/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/6f/d1/7a/6fd17a58-e715-54e1-e9d3-d63575108a4e/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/6f/d1/7a/6fd17a58-e715-54e1-e9d3-d63575108a4e/source/100x100bb.jpg,12.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,3,1,17,11,138387,USA,USD,Rock,True,
12,track,song,136975,1441164359,1441164829,The Beatles,Rubber Soul,In My Life,Rubber Soul,In My Life,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/in-my-life/1441164359?i=1441164829&uo=4,https://music.apple.com/us/album/in-my-life/1441164359?i=1441164829&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/31/ed/2f/31ed2f33-40e5-e7e9-1135-590c11b5449f/mzaf_5601204790489984849.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/4b/3b/6f/4b3b6fd1-56d9-db57-a599-86e9a3579fd3/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/4b/3b/6f/4b3b6fd1-56d9-db57-a599-86e9a3579fd3/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/4b/3b/6f/4b3b6fd1-56d9-db57-a599-86e9a3579fd3/source/100x100bb.jpg,7.99,1.29,1965-12-03T12:00:00Z,notExplicit,notExplicit,1,1,14,11,146333,USA,USD,Rock,True,
13,track,song,136975,1440833098,1440833891,The Beatles,1 (2015 Version),Yesterday,1 (2015 Version),Yesterday (2015 Stereo Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/yesterday-2015-stereo-mix/1440833098?i=1440833891&uo=4,https://music.apple.com/us/album/yesterday-2015-stereo-mix/1440833098?i=1440833891&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/1c/26/c4/1c26c4fa-5376-3cb4-2274-6de1406b2d20/mzaf_1306707066957001602.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/100x100bb.jpg,9.99,1.29,1965-09-13T12:00:00Z,notExplicit,notExplicit,1,1,27,11,125320,USA,USD,Rock,True,
14,track,song,136975,1440833098,1440833542,The Beatles,1 (2015 Version),I Want to Hold Your Hand,1 (2015 Version),I Want to Hold Your Hand (2015 Stereo Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/i-want-to-hold-your-hand-2015-stereo-mix/1440833098?i=1440833542&uo=4,https://music.apple.com/us/album/i-want-to-hold-your-hand-2015-stereo-mix/1440833098?i=1440833542&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/17/3f/a8/173fa821-b1d6-cc6c-4d31-0f43d6f53c6f/mzaf_5510883501742086084.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/100x100bb.jpg,9.99,1.29,1963-11-29T12:00:00Z,notExplicit,notExplicit,1,1,27,4,145747,USA,USD,Rock,True,
15,track,song,136975,1440833098,1440833905,The Beatles,1 (2015 Version),Eleanor Rigby,1 (2015 Version),Eleanor Rigby (2015 Stereo Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/eleanor-rigby-2015-stereo-mix/1440833098?i=1440833905&uo=4,https://music.apple.com/us/album/eleanor-rigby-2015-stereo-mix/1440833098?i=1440833905&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/9d/ec/19/9dec1995-b48e-49f0-c699-ca60ae62d4ba/mzaf_3039771311118919537.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/100x100bb.jpg,9.99,1.29,1966-08-05T12:00:00Z,notExplicit,notExplicit,1,1,27,16,125867,USA,USD,Rock,True,
16,track,song,136975,1440833098,1440833560,The Beatles,1 (2015 Version),Help!,1 (2015 Version),Help! (2015 Stereo Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/help-2015-stereo-mix/1440833098?i=1440833560&uo=4,https://music.apple.com/us/album/help-2015-stereo-mix/1440833098?i=1440833560&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/12/44/62/12446217-d3ff-a1ad-33fa-5cf39ad031b0/mzaf_5460530339045152975.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/100x100bb.jpg,9.99,1.29,1965-07-19T12:00:00Z,notExplicit,notExplicit,1,1,27,10,139240,USA,USD,Rock,True,
17,track,song,136975,1440833098,1440833902,The Beatles,1 (2015 Version),Yellow Submarine,1 (2015 Version),Yellow Submarine (2015 Stereo Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/yellow-submarine-2015-stereo-mix/1440833098?i=1440833902&uo=4,https://music.apple.com/us/album/yellow-submarine-2015-stereo-mix/1440833098?i=1440833902&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/e7/7b/b1/e77bb1ff-5407-388e-d44a-eebdacc0d0ff/mzaf_6439049356747100214.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/100x100bb.jpg,9.99,1.29,1966-08-05T12:00:00Z,notExplicit,notExplicit,1,1,27,15,158800,USA,USD,Rock,True,
18,track,song,136975,1440833098,1440834249,The Beatles,1 (2015 Version),Let It Be,1 (2015 Version),Let It Be (2015 Stereo Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/let-it-be-2015-stereo-mix/1440833098?i=1440834249&uo=4,https://music.apple.com/us/album/let-it-be-2015-stereo-mix/1440833098?i=1440834249&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/4e/64/5c/4e645c61-8a6f-b733-605a-995f9c2cda3f/mzaf_1457302811904849737.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/100x100bb.jpg,9.99,1.29,1970-03-06T12:00:00Z,notExplicit,notExplicit,1,1,27,26,230440,USA,USD,Rock,True,
19,track,song,136975,1440833098,1440833543,The Beatles,1 (2015 Version),Can't Buy Me Love,1 (2015 Version),Can't Buy Me Love (2015 Stereo Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/cant-buy-me-love-2015-stereo-mix/1440833098?i=1440833543&uo=4,https://music.apple.com/us/album/cant-buy-me-love-2015-stereo-mix/1440833098?i=1440833543&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/f7/8d/31/f78d319c-c991-2b84-1a26-822ab65e903d/mzaf_7847944666694571956.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/100x100bb.jpg,9.99,1.29,1964-03-16T12:00:00Z,notExplicit,notExplicit,1,1,27,5,131213,USA,USD,Rock,True,
20,track,song,136975,1440833098,1440833544,The Beatles,1 (2015 Version),A Hard Day's Night,1 (2015 Version),A Hard Day's Night (2015 Stereo Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/a-hard-days-night-2015-stereo-mix/1440833098?i=1440833544&uo=4,https://music.apple.com/us/album/a-hard-days-night-2015-stereo-mix/1440833098?i=1440833544&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/d6/d9/00/d6d900df-5c39-b5aa-59cf-4c8af2e5c226/mzaf_8010247441040680055.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/100x100bb.jpg,9.99,1.29,1964-07-10T12:00:00Z,notExplicit,notExplicit,1,1,27,6,152920,USA,USD,Rock,True,
21,track,song,136975,1441164604,1441165168,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,A Day In the Life,Sgt. Pepper's Lonely Hearts Club Band,A Day In the Life,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/a-day-in-the-life/1441164604?i=1441165168&uo=4,https://music.apple.com/us/album/a-day-in-the-life/1441164604?i=1441165168&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/9b/ae/66/9bae6668-be06-396c-e7f6-69c4ee6b108d/mzaf_3640527744551969508.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/ce/d2/af/ced2afdd-d9e8-9136-fb56-d854e91edc76/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/ce/d2/af/ced2afdd-d9e8-9136-fb56-d854e91edc76/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/ce/d2/af/ced2afdd-d9e8-9136-fb56-d854e91edc76/source/100x100bb.jpg,7.99,1.29,1967-06-01T12:00:00Z,notExplicit,notExplicit,1,1,13,13,335410,USA,USD,Rock,True,
22,track,song,136975,1440833098,1440834221,The Beatles,1 (2015 Version),"Hello, Goodbye",1 (2015 Version),"Hello, Goodbye (2015 Stereo Mix)",https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/hello-goodbye-2015-stereo-mix/1440833098?i=1440834221&uo=4,https://music.apple.com/us/album/hello-goodbye-2015-stereo-mix/1440833098?i=1440834221&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/c6/16/36/c61636a1-a295-b0ea-01b1-348c5ec666c0/mzaf_7348360297735842592.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/0e/9b/d1/0e9bd186-2bb4-af3f-f4d0-62feb7a556da/source/100x100bb.jpg,9.99,1.29,1967-11-24T12:00:00Z,notExplicit,notExplicit,1,1,27,19,207787,USA,USD,Rock,True,
